cust_id,age_band,res_area,nbask,nitem,spend,nprodid,nprodcat,ipb_max,ipb_med,ipb_min,spb_max,spb_med,spb_min,prodctpb_max,prodctpb_med,prodctpb_min,dur_max,dur_med,dur_min,popcat_nbaskA,popcat_nbaskB,popcat_nbaskC,popcat_nbaskD,popcat_nbaskE,popcat_sizeA,popcat_sizeB,popcat_sizeC,popcat_sizeD,popcat_sizeE,popid_nbaskA,popid_nbaskB,popid_nbaskC,popid_nbaskD,popid_nbaskE,prodpriceA,prodpriceB,prodpriceC,prodpriceD,prodpriceE
01835588,3,8,25,26,2066,24,17,6,2.5,1,529,175.5,89,6,2,1,36,14,5,0,1,2,3,19,1,2,2,2,18,0,2,4,5,14,9,9,6,1,0
01835601,5,2,38,48,5542,35,30,10,5.5,2,1808,582.5,105,9,4,1,35,8,2,1,0,2,3,32,1,0,1,13,23,0,2,2,2,32,17,10,7,2,2
01835663,3,2,17,18,3160,17,16,7,5,1,2098,401.5,259,7,4,1,19,16,1,0,1,1,3,12,1,0,1,5,10,0,3,1,5,8,5,3,3,1,5
01835731,4,6,12,17,3069,12,10,15,8.5,2,1760,1534.5,1309,9,5,1,38,38,38,0,0,0,0,12,1,0,1,2,8,0,0,0,0,12,5,3,3,0,1
01835779,4,1,60,68,4967,53,33,42,14,12,3179,1098,690,26,11,9,84,45.5,7,0,0,0,0,60,0,0,0,13,47,0,0,0,0,60,28,23,7,2,0
01835786,7,2,5,10,1008,5,5,9,5,1,955,504,53,4,2.5,1,30,30,30,0,0,0,0,5,0,0,1,0,4,0,0,0,0,5,2,2,0,1,0
01835823,3,7,29,38,1800,28,20,12,8,1,483,346,188,8,6,1,49,14.5,2,0,0,0,0,29,0,0,2,7,20,0,0,0,0,29,20,5,3,0,1
01835878,7,7,12,15,722,11,6,9,4,2,342,256,124,4,2,2,37,31.5,26,0,0,0,0,12,0,0,0,2,10,0,0,0,0,12,7,5,0,0,0
01835953,5,1,31,35,6327,27,20,12,4.5,1,2571,869,132,8,3.5,1,21,17,1,2,0,0,5,24,2,1,1,8,19,0,2,3,4,22,13,5,8,2,3
01836196,6,8,14,15,1191,14,11,13,7.5,2,1155,595.5,36,10,5.5,1,21,21,21,0,0,0,0,14,0,0,1,2,11,0,0,0,1,13,4,4,5,1,0
01836202,4,6,35,49,9719,32,27,20,5,2,6905,281,148,11,4,2,42,11,5,0,0,2,2,31,0,3,3,11,18,0,0,2,1,32,20,4,5,3,3
01836240,3,1,6,13,1966,6,6,11,6.5,2,1934,983,32,5,3,1,42,42,42,0,0,0,0,6,0,0,1,2,3,0,0,0,0,6,6,0,0,0,0
01836271,6,1,16,21,2917,15,13,7,4,2,1359,533,178,6,3,1,13,7,2,0,0,0,4,12,0,0,1,3,12,1,0,0,3,12,5,6,2,3,0
01836325,2,2,66,119,109420,58,45,21,4,1,56667,431,116,8,2,1,35,5,1,0,1,2,7,56,2,0,4,20,40,1,2,2,9,52,17,12,19,7,11
01836387,4,2,33,38,5939,33,29,16,8.5,5,2452,1459.5,568,13,6.5,5,33,18,10,0,0,1,1,31,0,0,7,8,18,0,2,1,3,27,8,7,11,6,1
01836417,3,2,33,64,28465,30,23,23,7,4,7637,4874,1568,12,3,1,39,15,3,1,0,0,6,26,3,3,2,9,16,2,1,1,3,26,8,7,10,2,6
01836431,4,1,7,7,1908,7,5,4,3.5,3,1715,954,193,3,2.5,2,109,109,109,0,0,1,0,6,0,1,0,0,6,0,0,1,1,5,1,4,1,0,1
01836462,10,4,52,60,7918,44,33,23,6.5,1,2999,706,184,16,5,1,43,11,1,0,0,1,1,50,1,0,6,6,39,1,1,1,5,44,20,20,3,7,2
01836479,5,2,6,10,1021,6,6,6,5,4,600,510.5,421,3,3,3,54,54,54,0,0,0,0,6,0,0,2,1,3,0,0,0,0,6,3,0,3,0,0
01836493,7,2,39,43,4101,34,27,13,11.5,7,1596,869,767,11,8.5,6,38,37,11,0,0,1,4,34,0,1,1,8,29,0,2,3,17,17,9,12,11,7,0
01836516,7,2,28,42,2281,26,16,8,5,1,725,180,105,5,2,1,22,13.5,6,0,1,0,2,25,0,1,3,10,14,0,0,3,1,24,20,6,0,1,1
01836523,1,2,25,38,2614,23,13,9,4.5,1,1212,192.5,54,4,2,1,31,17,1,0,0,0,2,23,0,0,2,5,18,1,0,0,0,24,17,5,0,2,1
01836622,4,1,5,6,272,5,5,3,2,1,118,114,40,3,1,1,90,50.5,11,0,0,0,0,5,0,0,1,0,4,0,0,1,2,2,4,1,0,0,0
01836950,3,2,43,69,16729,43,39,64,34.5,5,16321,8364.5,408,34,19.5,5,82,82,82,0,0,2,5,36,0,0,6,12,25,0,1,4,5,33,9,15,10,7,2
01836998,4,2,22,27,3454,20,18,14,8,5,1749,1373,332,12,6,4,26,15,4,0,0,0,1,21,0,0,1,9,12,1,0,0,1,20,7,5,6,3,1
01837018,4,2,31,41,5180,31,28,21,17,3,3114,1672,394,14,11,3,41,21.5,2,0,1,0,3,27,0,2,3,6,20,0,1,1,4,25,7,6,12,5,1
01837148,3,1,68,78,8474,63,55,20,14,4,2470,1645,179,15,12.5,3,19,12,3,1,0,2,11,54,0,4,7,23,34,1,0,6,9,52,17,14,24,11,2
01837155,5,6,5,10,1116,4,3,5,5,5,570,558,546,3,2,1,22,22,22,0,0,0,0,5,0,0,0,1,4,0,0,0,0,5,3,1,1,0,0
01837179,5,2,13,16,1149,13,11,9,8,7,849,574.5,300,6,6,6,91,91,91,0,0,1,0,12,1,0,0,1,11,0,0,1,1,11,7,5,0,1,0
01837209,4,2,14,21,7169,12,9,17,10.5,4,5195,3584.5,1974,9,5.5,2,2,2,2,0,0,0,0,14,0,0,1,0,13,0,0,1,0,13,3,2,1,1,7
01837216,2,6,12,13,531,12,9,7,6.5,6,339,265.5,192,6,5.5,5,88,88,88,0,0,0,0,12,0,0,0,2,10,0,0,0,0,12,11,0,1,0,0
01837377,5,2,18,20,2079,16,11,7,5.5,2,844,507.5,220,6,5,2,53,35,9,0,0,0,0,18,0,0,3,6,9,0,0,0,2,16,3,4,8,3,0
01837421,4,2,17,28,3831,17,14,20,6,2,1738,1697,396,12,2,1,73,48.5,24,0,0,0,1,16,0,1,0,6,10,0,0,0,0,17,6,6,4,0,1
01837537,2,1,37,40,3129,31,24,8,4,2,578,273,134,6,3.5,1,19,11,4,0,0,2,1,34,0,0,8,5,24,1,0,0,4,32,16,11,6,2,2
01837568,5,6,42,68,6987,32,26,12,3,1,1499,232.5,78,4,2,1,17,3,1,0,1,1,1,39,2,0,4,8,28,0,0,3,2,37,28,8,4,1,1
01837605,4,3,6,12,3021,6,6,6,6,6,2262,1510.5,759,4,3,2,14,14,14,0,0,0,0,6,0,0,0,2,4,0,0,0,0,6,1,1,4,0,0
01837629,10,7,26,36,3845,26,23,19,18,17,2157,1922.5,1688,14,11.5,9,55,55,55,0,0,1,5,20,0,0,0,8,18,0,2,3,3,18,6,7,11,2,0
01837674,1,1,51,58,3721,49,41,29,17,12,1860,1055,806,23,15,8,91,47,3,0,0,3,6,42,0,2,5,16,28,1,1,0,9,40,28,12,9,2,0
01837704,6,7,121,191,28311,116,63,121,95.5,70,19864,14155.5,8447,37,36,35,104,104,104,0,1,0,7,113,1,0,8,9,103,1,2,5,17,96,40,42,30,8,1
01837735,4,2,7,12,1598,7,7,11,6,1,1549,799,49,6,3.5,1,5,5,5,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,4,2,0,1,0
01837841,3,7,14,17,1603,14,14,8,7,2,754,657,192,7,6,1,25,24,23,0,1,1,2,10,0,2,2,4,6,0,0,1,4,9,5,6,2,1,0
01837889,5,2,42,55,16570,37,27,17,8,6,6342,2563,582,11,5,3,20,16,13,0,1,0,0,41,1,0,0,9,32,0,0,0,1,41,14,12,7,5,4
01837902,7,2,43,61,11629,43,33,25,13.5,9,7363,1522.5,1221,14,10,3,48,19,3,0,0,1,6,36,0,0,3,8,32,1,0,4,10,28,14,9,12,6,2
01837919,7,8,19,29,2611,17,14,15,14.5,14,1357,1305.5,1254,8,7.5,7,92,92,92,0,0,1,0,18,1,0,3,3,12,0,0,0,4,15,9,6,2,2,0
01838008,4,1,12,15,1442,11,11,10,7.5,5,948,721,494,8,6,4,22,22,22,0,0,0,4,8,0,1,1,3,7,0,1,3,2,6,3,5,3,1,0
01838091,4,6,12,16,987,12,10,12,8,4,737,493.5,250,8,5,2,74,74,74,0,0,0,0,12,0,0,1,7,4,0,0,0,0,12,8,0,4,0,0
01838138,1,3,17,25,3740,16,12,10,10,5,2259,1112,369,6,5,3,44,25.5,7,0,0,1,1,15,0,0,0,2,15,0,0,1,2,14,7,5,4,1,0
01838190,3,6,23,29,2998,23,20,12,7,3,1508,613,264,12,3.5,3,63,29,4,0,0,0,0,23,0,0,2,6,15,0,0,0,0,23,7,9,4,3,0
01838398,5,7,46,51,6753,44,40,19,5,2,2223,654,98,16,5,1,35,13,1,0,2,3,5,36,3,1,2,10,30,0,0,0,11,35,13,13,11,4,5
01838428,4,6,38,45,3711,34,25,16,12.5,4,1867,845.5,153,10,7,4,60,19,10,0,0,0,2,36,1,2,1,6,28,0,0,0,4,34,22,8,3,4,1
01838442,3,7,46,59,6471,42,31,26,21,12,2554,2287,1630,19,12,8,97,56,15,0,1,4,0,41,1,1,1,12,31,3,2,4,9,28,15,19,8,3,1
01838657,3,2,101,125,13286,87,65,18,9,1,3615,771,99,11,7,1,29,5.5,2,0,0,5,20,76,1,4,17,17,62,0,3,5,19,74,52,21,18,6,4
01838664,9,6,27,41,3542,25,15,17,9,6,1401,735,671,8,6,5,72,23,14,0,0,0,0,27,0,0,0,7,20,0,0,0,1,26,12,7,6,2,0
01838824,4,3,6,7,1162,6,6,5,3.5,2,653,581,509,4,3,2,62,62,62,1,0,1,1,3,2,1,0,1,2,0,0,2,1,3,2,0,3,0,1
01838855,3,4,4,10,12773,4,4,6,5,4,7189,6386.5,5584,3,2,1,85,85,85,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,1,0,0,1,2
01838862,3,7,6,6,849,6,4,5,3,1,730,424.5,119,3,2,1,18,18,18,0,0,0,1,5,0,0,1,0,5,0,1,0,1,4,1,0,3,0,2
01838893,4,5,19,23,3637,19,19,17,11.5,6,2323,1818.5,1314,14,9.5,5,72,72,72,0,0,0,1,18,0,0,2,5,12,0,0,0,1,18,3,4,5,4,3
01838909,5,3,14,20,2146,14,10,6,6,2,796,593.5,163,5,2.5,2,54,9,2,0,0,0,0,14,0,0,1,3,10,0,1,0,7,6,6,3,3,2,0
01838916,5,2,20,24,3176,19,13,9,6,3,2149,392,243,5,3.5,2,32,7,3,0,0,2,2,16,1,0,3,2,14,0,0,1,5,14,5,11,3,1,0
01839012,3,2,41,55,7272,40,34,22,14.5,4,3730,1659,224,17,9.5,1,23,20,13,0,2,6,6,27,4,2,4,9,22,0,2,8,7,24,19,11,4,5,2
01839036,4,2,95,115,13732,90,68,53,22,18,8145,2245.5,1096,31,16.5,14,37,13,9,0,1,3,10,81,5,4,4,25,57,0,1,3,16,75,31,27,23,10,4
01839067,3,3,52,60,6590,50,41,24,20,16,3746,1492,1352,16,16,11,52,32.5,13,0,0,0,9,43,0,1,1,8,42,1,3,5,1,42,18,18,7,6,3
01839074,5,4,19,26,3480,19,19,16,13,10,1850,1740,1630,12,9.5,7,83,83,83,0,0,3,0,16,0,0,3,4,12,0,0,1,4,14,6,9,1,3,0
01839265,4,2,44,55,13027,39,30,11,8,4,6156,1650,342,9,5,4,30,13,2,0,0,1,2,41,0,1,2,10,31,0,3,2,3,36,4,18,4,7,11
01839296,9,1,8,9,768,7,6,5,4.5,4,472,384,296,4,3.5,3,35,35,35,0,0,1,2,5,0,0,0,4,4,0,1,0,5,2,3,3,1,1,0
01839319,3,2,51,109,14702,51,36,34,14,9,4961,1974,1329,12,6,1,38,10,1,1,4,0,6,40,2,4,4,4,37,1,2,3,8,37,21,17,8,3,2
01839333,6,6,14,20,2034,14,9,17,10,3,1460,1017,574,8,5,2,112,112,112,0,0,0,0,14,0,0,0,4,10,0,0,0,0,14,8,2,3,1,0
01839517,5,2,15,16,2033,14,12,9,5,2,895,620,518,8,5,1,22,20,18,0,1,0,4,10,1,1,3,4,6,0,0,0,2,13,1,5,5,4,0
01839531,10,8,12,14,1761,11,11,7,7,7,1299,880.5,462,6,6,6,62,62,62,0,0,2,0,10,0,1,1,4,6,0,1,0,2,9,4,5,1,0,2
01839555,7,2,65,71,17531,58,45,20,11,5,7121,1637,699,15,9,4,32,16,2,0,1,3,5,56,1,1,5,18,40,1,7,1,9,47,18,7,12,16,12
01839609,10,1,6,9,1347,6,5,7,4.5,2,1150,673.5,197,3,2.5,2,23,23,23,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,2,2,2,0,0
01839647,3,1,4,5,1433,4,4,3,2.5,2,1275,716.5,158,2,2,2,64,64,64,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,0,1,2,0,1
01839715,2,3,15,17,1461,15,12,15,8.5,2,1063,730.5,398,10,6,2,34,34,34,0,0,0,2,13,0,0,0,5,10,0,0,0,2,13,7,3,2,3,0
01839791,3,1,50,58,12963,45,33,15,8,1,5671,1104,99,10,6,1,26,5.5,1,0,1,0,17,32,1,0,6,9,34,0,2,7,11,30,12,18,9,6,5
01839883,10,1,7,8,1191,7,7,5,4,3,910,595.5,281,4,3.5,3,21,21,21,0,0,0,0,7,0,0,0,0,7,0,0,0,1,6,3,2,0,2,0
01840032,5,5,24,26,1320,24,17,7,4,3,499,185.5,86,6,3,2,65,14,7,0,0,0,0,24,0,0,1,2,21,0,0,2,4,18,13,8,2,1,0
01840094,6,1,22,42,3254,21,14,22,21,20,1696,1627,1558,8,7.5,7,15,15,15,0,0,0,2,20,0,2,2,5,13,0,0,0,1,21,17,0,5,0,0
01840100,10,1,3,7,149,3,2,6,3.5,1,100,74.5,49,1,1,1,47,47,47,0,0,0,0,3,2,0,0,1,0,0,0,0,0,3,3,0,0,0,0
01840117,4,2,7,8,1012,7,7,3,3,2,782,165,65,3,2,2,5,3.5,2,0,0,0,2,5,0,0,0,1,6,0,1,1,0,5,4,1,0,1,1
01840261,5,1,15,15,866,14,10,4,4,1,231,223,49,4,4,1,20,19.5,16,0,0,0,0,15,0,0,0,3,12,0,1,0,2,12,8,6,0,1,0
01840292,5,1,34,50,5598,30,26,9,4,1,2451,355.5,19,6,2,1,27,8,1,0,1,1,2,30,1,0,3,5,25,1,2,1,4,26,19,5,4,4,2
01840315,3,8,17,24,5170,17,14,10,5.5,3,1934,1389.5,457,6,3,3,24,17,12,0,0,0,2,15,0,1,0,3,13,1,0,1,3,12,3,1,7,4,2
01840322,10,6,19,25,1629,17,15,10,8,7,796,607,226,8,5,4,14,9,4,0,0,0,2,17,2,0,1,4,12,0,0,0,0,19,14,2,2,1,0
01840377,6,1,3,3,423,3,2,2,1.5,1,324,211.5,99,1,1,1,74,74,74,0,2,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,1,2,0
01840384,8,2,63,83,14821,49,42,18,5,2,3434,696,222,11,4,2,21,6,1,2,3,2,6,50,2,3,5,16,37,3,5,3,9,43,12,10,23,8,10
01840438,3,2,49,57,10978,45,28,22,11,4,4903,1751,338,10,9,3,57,19,5,0,0,0,2,47,0,0,1,9,39,0,2,1,5,41,11,8,18,8,4
01840445,6,1,37,45,7193,37,27,36,22.5,9,4761,3596.5,2432,23,13.5,4,80,80,80,0,0,0,3,34,1,1,0,6,29,0,0,1,5,31,12,8,12,3,2
01840452,6,7,11,19,5690,10,9,13,9.5,6,3080,2845,2610,9,5.5,2,95,95,95,0,0,0,2,9,0,0,0,1,10,2,3,0,3,3,1,6,0,2,2
01840674,2,1,33,38,5357,31,24,8,4,2,2064,391,191,5,2,1,27,10.5,3,0,1,0,3,29,1,1,3,3,25,0,1,2,3,27,15,7,3,5,3
01840681,5,1,9,16,2400,7,5,6,5,5,1193,641,566,3,2,2,37,19.5,2,0,0,0,0,9,0,0,3,1,5,0,0,0,0,9,0,5,3,1,0
01840698,4,2,36,47,3571,32,25,11,3,2,1342,321.5,91,5,3,1,37,7,3,0,0,0,0,36,0,0,1,5,30,0,0,0,1,35,20,8,3,3,2
01840858,1,1,5,6,663,5,5,4,3,2,512,331.5,151,3,2.5,2,22,22,22,0,0,0,0,5,0,0,1,1,3,0,0,0,0,5,1,2,2,0,0
01840957,4,2,69,86,12350,67,54,62,20,4,7692,4380,278,43,13,3,29,19,9,0,0,0,3,66,0,0,0,16,53,0,6,6,12,45,16,25,13,11,4
01840995,3,4,35,86,170293,33,28,45,29,12,99793,69396,1104,15,10,6,73,57.5,42,0,0,4,2,29,0,3,3,4,25,0,1,2,5,27,12,9,5,5,4
01841022,2,7,9,16,920,7,7,8,3,2,405,183.5,148,3,2,2,35,15,13,0,0,1,0,8,1,0,1,1,6,1,0,0,0,8,4,1,4,0,0
01841053,4,1,25,28,8493,25,24,12,7,2,3687,2360,86,11,5.5,2,20,11,2,0,0,0,3,22,0,0,2,4,19,0,2,4,2,17,5,8,4,3,5
01841060,10,1,98,149,15389,88,56,36,11,1,5918,880,79,15,7,1,21,5.5,1,0,1,0,0,97,3,3,5,23,64,0,0,2,5,91,47,29,16,5,1
01841084,2,7,29,30,5570,28,21,16,15,14,3795,2785,1775,14,11,8,80,80,80,0,1,0,2,26,0,0,3,3,23,0,1,0,6,22,15,6,4,1,3
01841282,5,1,37,42,7359,36,28,7,2,1,3184,408,45,7,1.5,1,38,8,1,0,0,0,7,30,2,0,1,3,31,1,2,5,4,25,10,10,6,9,2
01841312,4,2,43,71,16486,41,34,53,35.5,18,14275,8243,2211,24,18,12,94,94,94,0,2,1,2,38,2,2,1,11,27,0,0,3,9,31,11,8,13,8,3
01841602,3,2,5,5,304,5,5,3,2.5,2,169,152,135,3,2.5,2,11,11,11,0,0,2,1,2,3,0,1,1,0,0,0,0,2,3,2,1,1,1,0
01841626,2,7,35,48,6899,34,29,22,4,1,3974,462,192,13,4,1,29,20.5,5,0,1,1,1,32,0,0,2,6,27,1,3,2,8,21,10,9,6,6,4
01841664,7,2,31,55,11726,30,28,20,9,2,5969,775.5,158,8,4.5,2,18,8,3,2,0,1,5,23,5,1,2,3,20,0,1,2,4,24,14,11,4,2,0
01841725,2,2,8,12,1981,8,7,10,6,2,1196,990.5,785,5,3.5,2,50,50,50,0,1,3,1,3,2,0,1,2,3,0,0,1,3,4,2,1,1,1,3
01841763,1,4,3,12,1512,3,3,10,6,2,1340,756,172,2,1.5,1,14,14,14,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,0,2,1,0,0
01841787,5,1,57,86,12655,53,36,34,31,21,5356,4163,3136,20,13,12,56,38.5,21,0,0,0,4,53,0,2,2,8,45,0,4,3,3,47,12,16,17,11,1
01841817,2,2,43,46,3951,42,29,15,8,3,1007,863,464,9,8,3,6,4.5,2,0,2,4,8,29,2,3,5,10,23,0,6,7,14,16,18,9,11,3,2
01841824,6,2,73,100,13984,63,50,27,18,1,4473,2207,78,21,12.5,1,28,13,2,0,3,5,7,58,1,5,11,19,37,0,5,5,9,54,17,23,25,4,4
01841930,4,3,33,37,5796,32,30,24,12,1,4013,1664,119,20,11,1,13,8,3,0,0,2,8,23,1,1,3,9,19,0,3,3,7,20,4,7,7,13,2
01841978,7,2,9,17,4346,9,8,6,3,2,2052,687,300,3,2,1,18,9.5,4,0,0,0,0,9,0,0,0,4,5,0,0,0,0,9,0,4,2,2,1
01842005,4,1,35,60,8514,35,30,44,30,16,7383,4257,1131,16,15,14,1,1,1,0,0,1,3,31,1,2,1,5,26,0,0,3,7,25,21,5,5,2,2
01842036,1,1,5,5,723,5,4,4,2.5,1,624,361.5,99,4,2.5,1,3,3,3,0,0,0,0,5,0,0,0,1,4,0,0,0,1,4,0,1,2,2,0
01842111,4,2,22,22,4423,20,18,7,5,1,1990,343,221,7,3,1,15,9,6,0,0,0,1,21,0,0,3,5,14,0,0,0,1,21,10,3,2,3,4
01842166,5,5,32,38,10266,30,17,12,10.5,5,3494,2301,2170,8,6,3,33,31,7,0,1,0,1,30,0,1,1,6,24,1,0,1,3,27,3,5,6,10,8
01842180,2,7,6,6,680,6,6,3,3,3,476,340,204,3,3,3,13,13,13,0,1,0,0,5,0,0,3,1,2,0,1,0,0,5,1,2,2,0,1
01842289,4,2,6,9,3979,6,6,7,4.5,2,2903,1989.5,1076,5,3,1,1,1,1,0,0,0,2,4,0,0,1,2,3,0,1,0,1,4,1,1,2,0,2
01842302,3,2,41,45,3274,34,28,11,6,3,868,321,181,9,5,3,48,8.5,6,0,0,1,3,37,1,0,3,4,33,0,1,0,4,36,15,19,5,2,0
01842319,4,2,23,24,1653,19,16,12,5,2,1032,287,47,11,4.5,2,14,10,6,0,0,1,1,21,0,0,2,3,18,0,0,0,3,20,11,7,3,2,0
01842326,6,2,50,62,8110,46,40,14,7,3,3630,580.5,166,10,5,3,45,11,1,0,0,3,6,41,4,1,6,14,25,0,2,2,8,38,21,17,6,5,1
01842364,4,1,28,33,2450,22,19,11,5.5,1,1093,332,60,10,3.5,1,36,23,10,0,0,1,1,26,1,0,1,13,13,0,0,3,1,24,9,14,2,3,0
01842463,5,1,385,435,60225,242,148,20,5,1,2966,738,69,16,5,1,8,1,1,0,16,9,45,315,11,19,22,84,249,16,28,27,62,252,126,73,66,56,64
01842524,4,6,5,6,1043,5,4,4,3,2,787,521.5,256,4,2.5,1,75,75,75,0,1,0,0,4,0,0,0,0,5,1,0,0,1,3,0,3,1,0,1
01842623,6,7,5,6,923,5,5,5,3,1,865,461.5,58,4,2.5,1,54,54,54,0,0,0,0,5,0,0,0,1,4,0,0,0,1,4,0,3,1,0,1
01842715,3,1,21,22,3194,21,18,19,11,3,2644,1597,550,16,9.5,3,1,1,1,0,1,2,5,13,1,2,3,4,11,0,1,0,7,13,3,1,8,6,3
01842807,10,2,15,23,2901,12,10,5,2.5,1,1142,196,85,3,1.5,1,24,10,5,0,0,1,0,14,0,0,1,6,8,0,0,0,0,15,6,3,4,1,1
01842814,6,2,46,56,4897,44,32,17,14.5,10,1630,1315,637,13,10.5,5,50,20,19,0,0,0,1,45,0,0,3,9,34,0,0,0,2,44,20,18,4,4,0
01842869,10,6,18,22,1130,18,13,9,5.5,2,377,300.5,152,6,3,1,34,23,10,0,0,0,1,17,0,0,1,3,14,0,0,0,0,18,10,5,3,0,0
01842975,5,2,45,52,11129,39,28,6,2,1,2122,241,40,4,2,1,16,3.5,1,0,2,7,8,28,1,2,7,10,25,2,2,10,10,21,15,9,6,7,8
01842982,2,1,22,24,1874,21,19,7,3,1,608,211,22,6,2,1,53,11.5,3,0,0,0,3,19,0,3,2,3,14,0,1,1,0,20,15,3,0,3,1
01842999,3,1,31,41,8942,30,22,7,4,1,4599,490,199,5,3,1,33,11,2,0,0,1,7,23,0,0,3,4,24,1,2,5,4,19,10,5,5,4,7
01843026,2,6,10,10,888,10,8,7,5,3,647,444,241,6,4.5,3,15,15,15,0,0,0,0,10,0,0,0,2,8,0,0,0,2,8,1,7,1,0,1
01843095,4,2,5,5,341,4,4,2,2,1,145,128,68,2,2,1,56,39.5,23,0,1,1,0,3,1,0,0,1,3,0,1,0,3,1,1,0,4,0,0
01843187,4,1,40,52,14217,37,33,25,6,1,12640,339,11,16,5,1,32,6.5,1,0,0,1,8,31,2,0,6,11,21,0,0,3,6,31,13,18,5,2,2
01843231,5,7,9,22,5619,9,7,17,3,2,4415,1008,196,7,1,1,113,57,1,0,0,0,0,9,0,0,0,7,2,0,0,1,1,7,1,3,4,1,0
01843255,9,1,17,20,1534,17,15,8,5.5,1,667,379.5,108,6,4.5,1,28,26,15,0,0,0,0,17,1,0,0,6,10,2,0,0,2,13,8,2,5,1,1
01843262,6,3,13,13,1601,13,10,8,6.5,5,834,800.5,767,6,5,4,1,1,1,0,0,1,3,9,0,1,1,6,5,0,1,1,3,8,1,7,1,3,1
01843279,5,2,59,79,7122,56,40,41,39.5,38,3708,3561,3414,27,24,21,109,109,109,0,1,0,4,54,0,1,5,14,39,0,0,2,13,44,27,15,11,4,2
01843293,1,2,33,36,4957,32,28,19,7.5,2,1395,1234,1094,13,7,2,31,31,9,0,1,0,3,29,2,0,2,6,23,2,0,1,3,27,13,5,7,3,5
01843378,5,2,26,47,7242,26,25,21,2,2,4785,464,150,15,2,1,39,18,10,0,0,1,4,21,1,3,2,4,16,0,1,2,4,19,10,8,2,2,4
01843392,9,2,24,34,2564,23,20,23,6,5,1658,471,435,14,4,4,25,17.5,10,0,0,0,1,23,0,0,0,3,21,0,0,1,1,22,14,5,3,2,0
01843415,5,3,21,33,2949,21,15,8,6,1,866,422,119,4,2,1,23,19.5,6,0,0,0,2,19,0,0,0,8,13,0,0,0,1,20,11,5,4,1,0
01843422,4,2,15,48,37908,15,13,28,6,3,35280,769,301,4,2,1,17,10.5,1,0,1,0,2,12,0,0,0,2,13,1,0,2,4,8,5,3,5,1,1
01843453,2,7,19,24,3660,17,17,11,4,1,2928,210,20,9,3,1,51,16,4,0,0,0,3,16,0,0,3,7,9,1,1,1,3,13,7,4,2,3,3
01843552,4,1,133,163,22487,97,67,19,11,2,7560,793.5,195,12,7.5,1,20,7,2,0,1,1,7,124,0,6,9,31,87,1,2,5,20,105,66,33,17,15,2
01843736,6,6,9,16,1187,8,8,4,2,1,441,92,29,2,1,1,55,10,1,0,0,0,1,8,0,0,1,3,5,0,0,0,0,9,5,3,1,0,0
01843774,1,1,17,20,1502,16,16,10,6,4,752,558,192,9,5,3,61,32,3,0,0,0,1,16,0,0,1,6,10,0,0,0,1,16,10,1,3,3,0
01843781,3,1,2,3,151,2,2,2,1.5,1,119,75.5,32,1,1,1,24,24,24,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0
01843828,10,1,68,114,11566,53,37,19,6.5,1,3064,507.5,36,14,4,1,25,6,3,0,0,0,4,64,2,1,8,14,43,0,0,0,3,65,30,20,10,7,1
01843835,7,2,38,64,7412,29,19,23,4,2,2941,385,164,11,3,1,26,12.5,2,0,0,0,2,36,0,1,3,10,24,0,0,0,1,37,15,9,13,1,0
01843842,6,7,13,23,3858,12,11,12,9,2,2464,1342,52,6,5,1,87,47,7,0,0,0,1,12,0,1,0,6,6,0,0,0,0,13,4,2,4,2,1
01843873,3,2,8,8,427,8,7,7,4,1,315,213.5,112,6,3.5,1,21,21,21,0,0,1,0,7,0,0,2,0,6,0,0,1,0,7,5,1,1,1,0
01843910,1,1,2,2,374,2,2,1,1,1,289,187,85,1,1,1,22,22,22,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1
01844009,3,3,7,10,423,6,5,6,2,2,335,52,36,4,1,1,72,51.5,31,0,0,0,1,6,0,0,2,4,1,0,0,0,0,7,4,2,1,0,0
01844030,2,7,12,20,2080,12,12,17,10,3,1962,1040,118,10,6,2,72,72,72,0,0,2,3,7,0,0,4,2,6,0,1,1,4,6,7,1,2,2,0
01844085,4,6,42,58,11594,41,36,30,29,28,6362,5797,5232,24,19,14,84,84,84,0,1,2,5,34,0,3,2,10,27,1,1,3,7,30,12,10,6,7,7
01844108,3,7,20,27,10849,19,18,21,13.5,6,9374,5424.5,1475,14,9.5,5,54,54,54,1,0,1,3,15,0,1,1,3,15,1,1,2,3,13,0,6,5,3,6
01844139,4,6,16,22,10909,15,8,14,3.5,1,9889,482,56,5,1.5,1,41,18,5,0,0,1,3,12,0,1,3,3,9,0,0,1,7,8,2,3,2,6,3
01844283,3,7,19,40,8610,17,15,26,20,14,6808,4305,1802,10,8.5,7,91,91,91,1,0,0,1,17,0,1,0,2,16,1,0,2,4,12,6,10,1,1,1
